ProductId,Clicks,Impressions,Ctr
686732,0,1,0
692839,0,1,0
678488,0,2,0
677143,0,1,0
675509,0,1,0
658553,0,1,0
658468,0,1,0
687272,0,1,0
687153,0,1,0
679839,0,1,0
678798,0,1,0
567350,0,1,0
567333,0,2,0
565077,0,1,0
590018,0,3,0
589787,0,2,0
586694,0,2,0
585813,0,1,0
585415,0,2,0
584320,0,1,0
580266,0,3,0
594383,0,3,0
594126,0,3,0
594098,0,4,0
590924,0,2,0
579233,0,2,0
576770,0,2,0
576403,0,2,0
575283,0,4,0
574749,0,3,0
569026,0,1,0
558036,0,1,0
556346,0,1,0
597578,0,1,0
595820,0,1,0
595604,0,1,0
595278,0,3,0
449433,0,4,0
440889,0,4,0
467918,0,2,0
418838,0,3,0
309032,0,2,0
295261,0,2,0
150118,0,2,0
236154,0,2,0
313875,0,1,0
302638,0,1,0
307614,0,2,0
271292,0,2,0
294975,0,1,0
321581,0,2,0
305865,0,1,0
280303,0,1,0
252319,0,1,0
307105,0,2,0
236326,0,2,0
232023,0,2,0
255028,0,1,0
263356,0,1,0
321321,0,1,0
201548,0,2,0
250626,0,2,0
245996,0,1,0
344299,0,1,0
377952,0,1,0
378330,0,1,0
392981,0,2,0
625597,0,3,0
623462,0,3,0
767425,0,6,0
770359,0,6,0
769889,0,6,0
767866,0,2,0
765907,0,4,0
768705,0,3,0
765853,0,5,0
770424,0,4,0
769395,0,4,0
769085,0,4,0
767740,0,5,0
764696,0,4,0
769968,0,2,0
769799,1,3,0.3333333333333333
769529,0,2,0
768704,0,3,0
768480,0,3,0
769985,0,2,0
769941,0,2,0
768948,0,2,0
768061,0,3,0
767432,0,2,0
769408,0,2,0
768769,0,2,0
768726,0,2,0
767565,0,2,0
768549,0,1,0
769425,0,1,0
769405,0,1,0
766085,0,1,0
767532,0,1,0
767680,0,1,0
767640,0,1,0
770092,0,1,0
768723,0,1,0
768481,0,2,0
767900,0,2,0
767401,0,1,0
766779,0,2,0
765421,0,1,0
766945,0,1,0
766391,0,1,0
765474,0,1,0
766456,0,1,0
768249,0,1,0
765310,0,1,0
768013,0,1,0
765506,0,1,0
766273,0,1,0
768358,0,1,0
766083,0,1,0
765831,0,1,0
768495,0,1,0
768440,0,1,0
766799,0,1,0
765491,0,1,0
742253,0,1,0
766910,0,1,0
766309,0,1,0
765459,0,1,0
691814,0,1,0
700339,0,3,0
686583,0,2,0
728075,0,3,0
684655,0,3,0
684840,0,3,0
608473,0,2,0
531155,0,3,0
602202,0,2,0
643985,0,4,0
581306,0,2,0
629150,0,2,0
629248,0,2,0
730949,0,2,0
736003,0,2,0
616885,0,2,0
739481,0,2,0
591577,0,2,0
736918,0,2,0
710662,1,1,1
760471,1,1,1
706682,0,1,0
753787,0,1,0
257315,0,2,0
537207,1,0,
563354,0,4,0
562522,0,5,0
545048,1,1,1
759378,1,0,
752034,0,1,0
769623,0,1,0
769403,0,1,0
590275,0,4,0
767208,0,2,0
590213,0,4,0
589212,0,3,0
767036,0,1,0
589199,0,4,0
768778,0,1,0
768747,0,1,0
589096,0,4,0
588519,0,4,0
767646,0,1,0
766187,0,1,0
769366,0,1,0
768284,0,1,0
767845,0,2,0
769741,0,1,0
768002,0,1,0
586307,0,4,0
585834,0,4,0
584975,0,4,0
583951,0,3,0
583678,0,5,0
583490,0,4,0
581839,0,4,0
580988,0,4,0
580913,0,4,0
580223,0,4,0
580027,0,4,0
579987,0,5,0
594910,1,5,0.2
594835,0,4,0
593767,0,5,0
593408,0,5,0
593336,0,5,0
593261,0,5,0
593205,0,4,0
590868,0,3,0
590617,0,3,0
579476,0,3,0
579206,0,3,0
578977,0,3,0
578778,0,3,0
578297,0,4,0
577663,0,4,0
577651,0,3,0
577587,0,4,0
577530,0,4,0
577358,0,4,0
577257,0,5,0
576177,0,4,0
575371,0,7,0
575267,0,6,0
575229,0,6,0
604477,0,8,0
604118,0,6,0
602673,0,4,0
600927,0,4,0
574353,0,4,0
450787,0,2,0
439281,0,3,0
421810,0,3,0
447286,0,2,0
443716,0,2,0
393993,0,2,0
419047,0,3,0
411887,0,3,0
332557,0,2,0
328795,0,2,0
299609,0,3,0
292116,0,3,0
258619,0,3,0
222374,0,5,0
210955,0,3,0
464052,0,2,0
401785,0,2,0
268420,0,2,0
614346,0,2,0
691127,0,2,0
591934,0,2,0
711277,0,2,0
739565,0,2,0
641855,0,2,0
667449,0,2,0
672590,0,2,0
506163,0,2,0
614286,0,2,0
577876,0,4,0
578713,0,3,0
579470,0,4,0
581433,0,4,0
581856,0,4,0
584227,0,4,0
587450,0,4,0
593991,0,5,0
598161,0,3,0
603482,0,3,0
608798,0,3,0
611648,0,3,0
553358,0,2,0
561194,0,2,0
561566,0,2,0
564286,0,3,0
564435,0,4,0
565024,0,4,0
570031,0,3,0
572947,0,4,0
575688,0,4,0
575737,0,5,0
575864,0,3,0
538582,0,2,0
539769,0,2,0
541038,0,2,0
541201,1,2,0.5
542214,0,2,0
625290,0,2,0
629388,0,2,0
629720,0,4,0
630882,0,2,0
760443,0,1,0
763017,0,1,0
743537,0,1,0
743646,0,1,0
743568,0,1,0
733706,0,1,0
765118,0,1,0
763907,0,5,0
763704,0,1,0
762266,0,1,0
763833,0,1,0
747583,0,1,0
624521,0,2,0
624498,0,2,0
624301,0,2,0
624223,0,2,0
624187,0,2,0
624127,0,2,0
761228,0,1,0
624096,0,2,0
623860,0,2,0
747812,0,1,0
747174,0,1,0
623821,0,2,0
623681,0,2,0
623644,0,8,0
623619,0,3,0
623204,0,2,0
253409,0,1,0
749694,0,1,0
257193,0,1,0
249016,0,1,0
249237,0,1,0
252856,0,1,0
249410,0,1,0
252314,0,1,0
251104,0,1,0
247705,0,1,0
249078,0,1,0
239899,0,1,0
762135,0,1,0
754821,0,1,0
761872,0,1,0
764024,0,1,0
743493,0,1,0
743013,0,1,0
760240,0,1,0
762548,0,1,0
751888,0,1,0
758676,0,1,0
720532,0,1,0
761994,0,1,0
761789,0,1,0
762592,0,1,0
763628,0,1,0
756900,0,1,0
757761,0,1,0
765128,0,1,0
763779,0,1,0
757677,0,1,0
672322,0,1,0
764865,0,1,0
764610,0,1,0
763745,0,1,0
762609,0,1,0
762562,0,1,0
687506,0,1,0
762067,0,1,0
753677,0,1,0
749321,0,1,0
747020,0,1,0
753090,0,1,0
762664,0,1,0
765126,0,1,0
763738,0,4,0
762730,0,5,0
764188,0,1,0
761893,0,1,0
762622,0,1,0
765088,0,1,0
764807,0,1,0
704046,2,0,Infinity
769180,0,4,0
768337,0,4,0
769747,0,4,0
767688,0,3,0
771874,0,4,0
770213,0,4,0
769708,0,5,0
769402,0,3,0
768674,0,5,0
767630,0,3,0
768766,0,3,0
769115,0,4,0
765874,2,4,0.5
764950,0,4,0
763695,0,3,0
769169,0,4,0
769813,0,4,0
769806,0,3,0
761047,0,5,0
769803,0,3,0
767626,0,3,0
766506,0,4,0
765473,0,3,0
761486,0,4,0
760967,0,3,0
769899,0,3,0
761167,0,3,0
767941,2,3,0.6666666666666666
746808,0,3,0
745651,0,3,0
770036,0,5,0
768185,0,5,0
765956,0,3,0
748855,0,3,0
767915,0,4,0
768917,0,5,0
767655,0,4,0
769843,0,4,0
768995,0,3,0
748529,0,3,0
764068,0,4,0
766293,0,4,0
754188,0,3,0
769586,0,4,0
769017,0,5,0
768583,0,3,0
768568,0,3,0
760328,0,4,0
752412,0,3,0
770013,0,5,0
767287,0,3,0
758558,0,3,0
758359,0,3,0
750476,0,4,0
766835,0,3,0
597563,0,3,0
596062,0,3,0
439784,0,3,0
438382,0,3,0
437785,0,3,0
435592,0,3,0
432211,0,2,0
432159,0,3,0
431206,0,2,0
447037,0,3,0
445604,0,3,0
442093,0,3,0
452104,0,3,0
414566,0,4,0
413609,0,3,0
421263,0,3,0
421160,0,3,0
402387,0,3,0
399503,0,1,0
723356,0,3,0
722480,0,3,0
728081,0,3,0
726450,0,4,0
726139,0,4,0
725367,0,4,0
710561,0,4,0
716426,0,4,0
738083,0,2,0
704569,0,2,0
729347,0,1,0
653151,0,2,0
652527,0,2,0
651442,0,2,0
651299,0,2,0
649790,0,2,0
649326,0,2,0
648312,0,2,0
647271,0,2,0
643344,0,2,0
628495,0,2,0
642043,0,2,0
640685,0,2,0
631547,0,2,0
630564,0,2,0
621792,0,2,0
619694,0,1,0
617690,0,1,0
603794,0,2,0
601764,0,2,0
519586,0,1,0
518074,0,1,0
516102,0,1,0
486321,0,1,0
479511,0,1,0
505578,0,3,0
651430,0,1,0
721799,0,1,0
717581,0,1,0
701788,0,1,0
657753,0,1,0
599779,0,1,0
751466,0,1,0
712378,0,1,0
713683,0,1,0
701212,0,1,0
763988,0,1,0
677931,0,1,0
732289,0,1,0
649880,0,1,0
740818,0,1,0
740181,0,1,0
719615,0,1,0
713312,0,1,0
763083,0,6,0
753060,0,1,0
719701,0,1,0
575466,0,1,0
588627,0,1,0
610810,0,1,0
610850,0,1,0
588177,0,1,0
593536,0,1,0
610868,0,1,0
429028,0,1,0
432085,0,1,0
449193,0,1,0
450763,0,1,0
695934,0,1,0
433847,0,1,0
522921,0,1,0
531094,0,1,0
532037,0,1,0
526543,0,1,0
529181,0,1,0
504468,0,1,0
510682,0,1,0
496647,0,1,0
752478,0,1,0
482441,0,1,0
510750,0,1,0
714933,0,1,0
731549,0,1,0
731800,0,1,0
695298,0,1,0
723656,0,1,0
678217,1,1,1
680064,0,1,0
680823,0,1,0
675769,0,1,0
390807,0,1,0
701132,0,1,0
691251,0,1,0
683752,0,1,0
624155,0,1,0
737181,0,1,0
691971,0,1,0
756130,0,1,0
710814,0,1,0
725611,0,1,0
755638,0,1,0
663226,0,1,0
745453,0,1,0
745404,0,1,0
757636,0,1,0
740203,0,1,0
731311,0,1,0
764833,0,1,0
728289,0,1,0
762036,0,1,0
762809,0,1,0
752342,0,1,0
687744,0,1,0
681613,0,1,0
649298,0,1,0
620890,0,1,0
721867,0,1,0
741888,0,1,0
710413,0,1,0
665554,0,1,0
764654,0,1,0
734286,0,1,0
767043,0,1,0
707196,0,1,0
765480,0,1,0
768293,0,2,0
766192,0,6,0
729653,0,1,0
642238,0,1,0
663303,0,1,0
725665,0,1,0
713253,0,1,0
712313,0,1,0
350951,0,1,0
384517,0,1,0
323017,0,2,0
307951,0,2,0
288384,0,1,0
290271,0,2,0
525994,0,1,0
443361,0,1,0
432235,0,1,0
389238,0,1,0
366868,0,1,0
377542,0,1,0
369884,0,1,0
378326,0,1,0
386673,0,1,0
373079,0,1,0
393113,0,1,0
377630,0,1,0
350568,0,1,0
342141,0,1,0
346987,0,1,0
347946,0,1,0
378269,0,1,0
372947,0,1,0
391281,0,1,0
388792,0,1,0
373361,0,1,0
367057,0,1,0
383610,0,1,0
379424,0,1,0
343924,0,1,0
339930,0,1,0
357493,0,1,0
391356,0,1,0
772313,1,2,0.5
512941,0,1,0
708767,0,1,0
730621,0,1,0
744907,0,1,0
737284,0,1,0
753986,0,2,0
734003,0,2,0
744253,0,1,0
738481,0,2,0
751176,0,1,0
749112,0,1,0
